YEAR,MON/MMM,Dec year,NINO34_MEAN,NINO34_CLIM,NINO34_ANOM,ONI,PHASE
1964,7,1964.50,26.33,26.76,-0.43,-0.59,L
1964,8,1964.58,25.58,26.3,-0.72,-0.66,L
1964,9,1964.67,25.32,26.16,-0.84,-0.76,L
1964,10,1964.75,25.36,26.09,-0.73,-0.8,L
1964,11,1964.83,25.26,26.08,-0.82,-0.82,L
1964,12,1964.92,25.22,26.14,-0.92,-0.78,L
1965,1,1965.00,25.66,26.27,-0.61,-0.59,L
1965,2,1965.08,26.2,26.45,-0.25,-0.28,N
1965,3,1965.17,26.95,26.92,0.03,-0.07,N
1965,4,1965.25,27.38,27.37,0.01,0.18,N
1965,5,1965.33,27.99,27.49,0.5,0.46,N
1965,6,1965.42,28.08,27.22,0.86,0.83,E
1965,7,1965.50,27.89,26.76,1.14,1.22,E
1965,8,1965.58,27.96,26.3,1.66,1.54,E
1965,9,1965.67,28,26.16,1.84,1.85,E
1965,10,1965.75,28.15,26.09,2.06,1.98,E
1965,11,1965.83,28.11,26.08,2.03,1.97,E
1965,12,1965.92,27.95,26.14,1.81,1.72,E
1966,1,1966.00,27.66,26.36,1.31,1.37,E
1966,2,1966.08,27.55,26.56,1,1.17,E
1966,3,1966.17,28.21,27.02,1.19,0.98,E
1966,4,1966.25,28.16,27.4,0.76,0.66,E
1966,5,1966.33,27.55,27.53,0.02,0.35,N
1966,6,1966.42,27.63,27.35,0.29,0.24,N
1966,7,1966.50,27.32,26.9,0.42,0.24,N
1966,8,1966.58,26.48,26.46,0.02,0.12,N
1966,9,1966.67,26.27,26.34,-0.07,-0.05,N
1966,10,1966.75,26.22,26.33,-0.1,-0.1,N
1966,11,1966.83,26.23,26.35,-0.12,-0.18,N
1966,12,1966.92,26.02,26.33,-0.31,-0.3,N
1967,1,1967.00,25.88,26.36,-0.48,-0.41,N
1967,2,1967.08,26.12,26.56,-0.44,-0.48,N
1967,3,1967.17,26.51,27.02,-0.51,-0.54,L
1967,4,1967.25,26.75,27.4,-0.66,-0.45,N
1967,5,1967.33,27.35,27.53,-0.18,-0.24,N
1967,6,1967.42,27.46,27.35,0.12,0,N
1967,7,1967.50,26.96,26.9,0.06,0.05,N
1967,8,1967.58,26.43,26.46,-0.04,-0.16,N
1967,9,1967.67,25.85,26.34,-0.49,-0.3,N
1967,10,1967.75,25.97,26.33,-0.36,-0.38,N
1967,11,1967.83,26.08,26.35,-0.28,-0.34,N
1967,12,1967.92,25.95,26.33,-0.38,-0.44,N
1968,1,1968.00,25.69,26.36,-0.67,-0.64,L
1968,2,1968.08,25.69,26.56,-0.86,-0.74,L
1968,3,1968.17,26.34,27.02,-0.68,-0.62,L
1968,4,1968.25,27.1,27.4,-0.3,-0.44,N
1968,5,1968.33,27.19,27.53,-0.34,-0.04,N
1968,6,1968.42,27.87,27.35,0.52,0.28,N
1968,7,1968.50,27.57,26.9,0.66,0.58,E
1968,8,1968.58,27,26.46,0.54,0.53,E
1968,9,1968.67,26.72,26.34,0.38,0.45,N
1968,10,1968.75,26.75,26.33,0.42,0.55,E
1968,11,1968.83,27.2,26.35,0.85,0.73,E
1968,12,1968.92,27.27,26.33,0.94,0.98,E
1969,1,1969.00,27.5,26.36,1.14,1.13,E
1969,2,1969.08,27.86,26.56,1.31,1.08,E
1969,3,1969.17,27.83,27.02,0.81,0.95,E
1969,4,1969.25,28.14,27.4,0.73,0.77,E
1969,5,1969.33,28.29,27.53,0.76,0.61,E
1969,6,1969.42,27.69,27.35,0.35,0.43,N
1969,7,1969.50,27.08,26.9,0.18,0.36,N
1969,8,1969.58,27.02,26.46,0.56,0.51,E
1969,9,1969.67,27.15,26.34,0.81,0.79,E
1969,10,1969.75,27.34,26.33,1.01,0.86,E
1969,11,1969.83,27.11,26.35,0.76,0.81,E
1969,12,1969.92,26.98,26.33,0.66,0.63,E
1970,1,1970.00,26.84,26.36,0.48,0.51,E
1970,2,1970.08,26.96,26.56,0.41,0.34,N
1970,3,1970.17,27.15,27.02,0.13,0.29,N
1970,4,1970.25,27.75,27.4,0.34,0.19,N
1970,5,1970.33,27.63,27.53,0.1,0.05,N
1970,6,1970.42,27.03,27.35,-0.31,-0.3,N
1970,7,1970.50,26.21,26.9,-0.7,-0.63,L
1970,8,1970.58,25.59,26.46,-0.87,-0.76,L
1970,9,1970.67,25.64,26.34,-0.71,-0.77,L
1970,10,1970.75,25.59,26.33,-0.74,-0.74,L
1970,11,1970.83,25.57,26.35,-0.78,-0.86,L
1970,12,1970.92,25.27,26.33,-1.06,-1.15,L
1971,1,1971.00,24.82,26.42,-1.59,-1.36,L
1971,2,1971.08,25.2,26.61,-1.42,-1.38,L
1971,3,1971.17,25.93,27.06,-1.13,-1.12,L
1971,4,1971.25,26.64,27.44,-0.8,-0.85,L
1971,5,1971.33,26.95,27.56,-0.61,-0.73,L
1971,6,1971.42,26.6,27.38,-0.78,-0.74,L
1971,7,1971.50,26.12,26.94,-0.82,-0.8,L
1971,8,1971.58,25.74,26.54,-0.79,-0.77,L
1971,9,1971.67,25.71,26.42,-0.71,-0.82,L
1971,10,1971.75,25.47,26.43,-0.96,-0.85,L
1971,11,1971.83,25.55,26.43,-0.88,-0.96,L
1971,12,1971.92,25.37,26.4,-1.03,-0.9,L
1972,1,1972.00,25.63,26.42,-0.78,-0.71,L
1972,2,1972.08,26.31,26.61,-0.3,-0.35,N
1972,3,1972.17,27.09,27.06,0.03,0.06,N
1972,4,1972.25,27.9,27.44,0.45,0.41,N
1972,5,1972.33,28.31,27.56,0.75,0.67,E
1972,6,1972.42,28.18,27.38,0.8,0.92,E
1972,7,1972.50,28.14,26.94,1.2,1.13,E
1972,8,1972.58,27.94,26.54,1.4,1.37,E
1972,9,1972.67,27.94,26.42,1.52,1.58,E
1972,10,1972.75,28.25,26.43,1.83,1.84,E
1972,11,1972.83,28.6,26.43,2.17,2.09,E
1972,12,1972.92,28.68,26.4,2.28,2.12,E
1973,1,1973.00,28.33,26.42,1.92,1.84,E
1973,2,1973.08,27.95,26.61,1.34,1.25,E
1973,3,1973.17,27.56,27.06,0.49,0.55,E
1973,4,1973.25,27.25,27.44,-0.19,-0.1,N
1973,5,1973.33,26.97,27.56,-0.59,-0.54,L
1973,6,1973.42,26.55,27.38,-0.83,-0.87,L
1973,7,1973.50,25.76,26.94,-1.18,-1.11,L
1973,8,1973.58,25.23,26.54,-1.31,-1.28,L
1973,9,1973.67,25.06,26.42,-1.36,-1.45,L
1973,10,1973.75,24.74,26.43,-1.69,-1.71,L
1973,11,1973.83,24.34,26.43,-2.09,-1.95,L
1973,12,1973.92,24.34,26.4,-2.06,-2.03,L
1974,1,1974.00,24.47,26.42,-1.95,-1.84,L
1974,2,1974.08,25.11,26.61,-1.5,-1.55,L
1974,3,1974.17,25.86,27.06,-1.21,-1.23,L
1974,4,1974.25,26.48,27.44,-0.97,-1.03,L
1974,5,1974.33,26.65,27.56,-0.91,-0.91,L
1974,6,1974.42,26.53,27.38,-0.85,-0.77,L
1974,7,1974.50,26.39,26.94,-0.55,-0.53,L
1974,8,1974.58,26.33,26.54,-0.21,-0.37,N
1974,9,1974.67,26.07,26.42,-0.35,-0.41,N
1974,10,1974.75,25.77,26.43,-0.66,-0.61,L
1974,11,1974.83,25.61,26.43,-0.82,-0.75,L
1974,12,1974.92,25.63,26.4,-0.78,-0.64,L
1975,1,1975.00,26.1,26.42,-0.32,-0.54,L
1975,2,1975.08,26.08,26.61,-0.53,-0.57,L
1975,3,1975.17,26.2,27.06,-0.86,-0.65,L
1975,4,1975.25,26.87,27.44,-0.58,-0.73,L
1975,5,1975.33,26.8,27.56,-0.76,-0.83,L
1975,6,1975.42,26.23,27.38,-1.15,-0.98,L
1975,7,1975.50,25.9,26.94,-1.04,-1.13,L
1975,8,1975.58,25.34,26.54,-1.2,-1.2,L
1975,9,1975.67,25.05,26.42,-1.37,-1.37,L
1975,10,1975.75,24.89,26.43,-1.54,-1.43,L
1975,11,1975.83,25.05,26.43,-1.38,-1.55,L
1975,12,1975.92,24.67,26.4,-1.73,-1.65,L
1976,1,1976.00,24.54,26.39,-1.84,-1.56,L
1976,2,1976.08,25.49,26.59,-1.09,-1.17,L
1976,3,1976.17,26.46,27.04,-0.58,-0.73,L
1976,4,1976.25,26.89,27.42,-0.53,-0.47,N
1976,5,1976.33,27.2,27.51,-0.31,-0.28,N
1976,6,1976.42,27.35,27.35,0,-0.05,N
1976,7,1976.50,27.12,26.95,0.17,0.18,N
1976,8,1976.58,26.98,26.59,0.38,0.35,N
1976,9,1976.67,27.02,26.51,0.5,0.62,E
1976,10,1976.75,27.46,26.48,0.98,0.81,E
1976,11,1976.83,27.41,26.46,0.95,0.86,E
1976,12,1976.92,27.08,26.43,0.66,0.85,E
1977,1,1977.00,27.32,26.39,0.93,0.71,E
1977,2,1977.08,27.13,26.59,0.55,0.64,E
1977,3,1977.17,27.48,27.04,0.44,0.34,N
1977,4,1977.25,27.45,27.42,0.03,0.23,N
1977,5,1977.33,27.72,27.51,0.22,0.21,N
1977,6,1977.42,27.74,27.35,0.39,0.34,N
1977,7,1977.50,27.38,26.95,0.42,0.35,N
1977,8,1977.58,26.84,26.59,0.25,0.42,N
1977,9,1977.67,27.11,26.51,0.6,0.57,E
1977,10,1977.75,27.34,26.48,0.86,0.73,E
1977,11,1977.83,27.18,26.46,0.72,0.81,E
1977,12,1977.92,27.29,26.43,0.86,0.79,E
1978,1,1978.00,27.17,26.39,0.78,0.69,E
1978,2,1978.08,27.01,26.59,0.42,0.42,N
1978,3,1978.17,27.1,27.04,0.06,0.06,N
1978,4,1978.25,27.12,27.42,-0.3,-0.18,N
1978,5,1978.33,27.2,27.51,-0.31,-0.31,N
1978,6,1978.42,27.02,27.35,-0.33,-0.29,N
1978,7,1978.50,26.74,26.95,-0.22,-0.36,N
1978,8,1978.58,26.07,26.59,-0.53,-0.42,N
1978,9,1978.67,26.01,26.51,-0.5,-0.42,N
1978,10,1978.75,26.25,26.48,-0.23,-0.29,N
1978,11,1978.83,26.32,26.46,-0.14,-0.08,N
1978,12,1978.92,26.54,26.43,0.11,0,N
1979,1,1979.00,26.42,26.39,0.03,0.03,N
1979,2,1979.08,26.54,26.59,-0.04,0.07,N
1979,3,1979.17,27.28,27.04,0.23,0.2,N
1979,4,1979.25,27.84,27.42,0.42,0.28,N
1979,5,1979.33,27.69,27.51,0.19,0.23,N
1979,6,1979.42,27.43,27.35,0.08,0.05,N
1979,7,1979.50,26.83,26.95,-0.13,0.04,N
1979,8,1979.58,26.75,26.59,0.16,0.17,N
1979,9,1979.67,26.99,26.51,0.48,0.33,N
1979,10,1979.75,26.83,26.48,0.35,0.45,N
1979,11,1979.83,26.99,26.46,0.53,0.52,E
1979,12,1979.92,27.11,26.43,0.69,0.64,E
1980,1,1980.00,27.09,26.39,0.7,0.59,E
1980,2,1980.08,26.98,26.59,0.39,0.46,N
1980,3,1980.17,27.32,27.04,0.28,0.34,N
1980,4,1980.25,27.76,27.42,0.34,0.38,N
1980,5,1980.33,28.02,27.51,0.51,0.48,N
1980,6,1980.42,27.94,27.35,0.59,0.46,N
1980,7,1980.50,27.23,26.95,0.28,0.25,N
1980,8,1980.58,26.48,26.59,-0.11,0.03,N
1980,9,1980.67,26.44,26.51,-0.07,-0.07,N
1980,10,1980.75,26.46,26.48,-0.02,0.02,N
1980,11,1980.83,26.6,26.46,0.14,0.11,N
1980,12,1980.92,26.65,26.43,0.22,-0.01,N
1981,1,1981.00,26.19,26.57,-0.38,-0.26,N
1981,2,1981.08,26.12,26.75,-0.62,-0.5,L
1981,3,1981.17,26.66,27.17,-0.51,-0.47,N
1981,4,1981.25,27.3,27.59,-0.29,-0.37,N
1981,5,1981.33,27.36,27.66,-0.3,-0.26,N
1981,6,1981.42,27.27,27.46,-0.19,-0.29,N
1981,7,1981.50,26.65,27.02,-0.37,-0.3,N
1981,8,1981.58,26.32,26.64,-0.32,-0.25,N
1981,9,1981.67,26.52,26.56,-0.04,-0.16,N
1981,10,1981.75,26.42,26.53,-0.11,-0.13,N
1981,11,1981.83,26.29,26.52,-0.23,-0.15,N
1981,12,1981.92,26.4,26.51,-0.11,-0.08,N
1982,1,1982.00,26.68,26.57,0.11,-0.05,N
1982,2,1982.08,26.6,26.75,-0.15,0.07,N
1982,3,1982.17,27.42,27.17,0.25,0.19,N
1982,4,1982.25,28.03,27.59,0.45,0.47,N
1982,5,1982.33,28.39,27.66,0.72,0.66,E
1982,6,1982.42,28.26,27.46,0.8,0.72,E
1982,7,1982.50,27.66,27.02,0.64,0.79,E
1982,8,1982.58,27.58,26.64,0.93,1.07,E
1982,9,1982.67,28.2,26.56,1.64,1.58,E
1982,10,1982.75,28.69,26.53,2.16,1.97,E
1982,11,1982.83,28.61,26.52,2.09,2.18,E
1982,12,1982.92,28.79,26.51,2.28,2.23,E
1983,1,1983.00,28.88,26.57,2.32,2.18,E
1983,2,1983.08,28.69,26.75,1.94,1.92,E
1983,3,1983.17,28.67,27.17,1.49,1.54,E
1983,4,1983.25,28.77,27.59,1.19,1.29,E
1983,5,1983.33,28.84,27.66,1.18,1.06,E
1983,6,1983.42,28.28,27.46,0.82,0.72,E
1983,7,1983.50,27.19,27.02,0.17,0.31,N
1983,8,1983.58,26.6,26.64,-0.05,-0.08,N
1983,9,1983.67,26.2,26.56,-0.36,-0.45,N
1983,10,1983.75,25.57,26.53,-0.96,-0.81,L
1983,11,1983.83,25.42,26.52,-1.1,-1,L
1983,12,1983.92,25.58,26.51,-0.94,-0.91,L
1984,1,1984.00,25.88,26.57,-0.69,-0.6,L
1984,2,1984.08,26.57,26.75,-0.18,-0.42,N
1984,3,1984.17,26.78,27.17,-0.39,-0.34,N
1984,4,1984.25,27.15,27.59,-0.44,-0.43,N
1984,5,1984.33,27.2,27.66,-0.46,-0.51,L
1984,6,1984.42,26.83,27.46,-0.63,-0.45,N
1984,7,1984.50,26.78,27.02,-0.24,-0.3,N
1984,8,1984.58,26.6,26.64,-0.04,-0.16,N
1984,9,1984.67,26.38,26.56,-0.19,-0.24,N
1984,10,1984.75,26.04,26.53,-0.49,-0.56,L
1984,11,1984.83,25.52,26.52,-1,-0.92,L
1984,12,1984.92,25.26,26.51,-1.25,-1.14,L
1985,1,1985.00,25.39,26.57,-1.17,-1.04,L
1985,2,1985.08,26.04,26.75,-0.71,-0.85,L
1985,3,1985.17,26.5,27.17,-0.67,-0.77,L
1985,4,1985.25,26.65,27.59,-0.93,-0.78,L
1985,5,1985.33,26.91,27.66,-0.75,-0.78,L
1985,6,1985.42,26.81,27.46,-0.65,-0.63,L
1985,7,1985.50,26.55,27.02,-0.47,-0.49,N
1985,8,1985.58,26.29,26.64,-0.35,-0.46,N
1985,9,1985.67,26.02,26.56,-0.55,-0.4,N
1985,10,1985.75,26.23,26.53,-0.3,-0.35,N
1985,11,1985.83,26.33,26.52,-0.19,-0.27,N
1985,12,1985.92,26.19,26.51,-0.32,-0.36,N
1986,1,1986.00,25.89,26.46,-0.56,-0.49,N
1986,2,1986.08,26.07,26.66,-0.6,-0.47,N
1986,3,1986.17,26.88,27.14,-0.26,-0.31,N
1986,4,1986.25,27.49,27.58,-0.08,-0.2,N
1986,5,1986.33,27.41,27.68,-0.27,-0.12,N
1986,6,1986.42,27.42,27.43,-0.01,-0.04,N
1986,7,1986.50,27.18,27.01,0.17,0.22,N
1986,8,1986.58,27.17,26.66,0.51,0.44,N
1986,9,1986.67,27.24,26.59,0.65,0.71,E
1986,10,1986.75,27.51,26.54,0.98,0.94,E
1986,11,1986.83,27.7,26.5,1.2,1.14,E
1986,12,1986.92,27.71,26.47,1.24,1.22,E
1987,1,1987.00,27.68,26.46,1.22,1.23,E
1987,2,1987.08,27.89,26.66,1.23,1.19,E
1987,3,1987.17,28.27,27.14,1.14,1.06,E
1987,4,1987.25,28.4,27.58,0.82,0.95,E
1987,5,1987.33,28.56,27.68,0.88,0.97,E
1987,6,1987.42,28.64,27.43,1.21,1.22,E
1987,7,1987.50,28.58,27.01,1.57,1.51,E
1987,8,1987.58,28.41,26.66,1.76,1.7,E
1987,9,1987.67,28.36,26.59,1.77,1.65,E
1987,10,1987.75,27.95,26.54,1.41,1.48,E
1987,11,1987.83,27.77,26.5,1.27,1.25,E
1987,12,1987.92,27.54,26.47,1.07,1.11,E
1988,1,1988.00,27.45,26.46,0.99,0.81,E
1988,2,1988.08,27.04,26.66,0.37,0.54,E
1988,3,1988.17,27.39,27.14,0.25,0.14,N
1988,4,1988.25,27.38,27.58,-0.2,-0.31,N
1988,5,1988.33,26.68,27.68,-1,-0.88,L
1988,6,1988.42,25.99,27.43,-1.44,-1.3,L
1988,7,1988.50,25.56,27.01,-1.45,-1.3,L
1988,8,1988.58,25.67,26.66,-0.99,-1.11,L
1988,9,1988.67,25.72,26.59,-0.87,-1.19,L
1988,10,1988.75,24.82,26.54,-1.71,-1.48,L
1988,11,1988.83,24.66,26.5,-1.85,-1.8,L
1988,12,1988.92,24.64,26.47,-1.83,-1.85,L
1989,1,1989.00,24.59,26.46,-1.87,-1.69,L
1989,2,1989.08,25.29,26.66,-1.37,-1.43,L
1989,3,1989.17,26.09,27.14,-1.05,-1.08,L
1989,4,1989.25,26.75,27.58,-0.82,-0.83,L
1989,5,1989.33,27.07,27.68,-0.61,-0.58,L
1989,6,1989.42,27.14,27.43,-0.29,-0.4,N
1989,7,1989.50,26.72,27.01,-0.3,-0.31,N
1989,8,1989.58,26.32,26.66,-0.33,-0.27,N
1989,9,1989.67,26.41,26.59,-0.18,-0.24,N
1989,10,1989.75,26.32,26.54,-0.22,-0.22,N
1989,11,1989.83,26.25,26.5,-0.25,-0.16,N
1989,12,1989.92,26.46,26.47,-0.01,-0.05,N
1990,1,1990.00,26.56,26.46,0.11,0.14,N
1990,2,1990.08,26.98,26.66,0.31,0.21,N
1990,3,1990.17,27.34,27.14,0.2,0.28,N
1990,4,1990.25,27.9,27.58,0.33,0.29,N
1990,5,1990.33,28.02,27.68,0.34,0.29,N
1990,6,1990.42,27.65,27.43,0.21,0.31,N
1990,7,1990.50,27.38,27.01,0.37,0.33,N
1990,8,1990.58,27.07,26.66,0.42,0.38,N
1990,9,1990.67,26.94,26.59,0.35,0.39,N
1990,10,1990.75,26.93,26.54,0.4,0.35,N
1990,11,1990.83,26.81,26.5,0.31,0.4,N
1990,12,1990.92,26.96,26.47,0.48,0.41,N
1991,1,1991.00,27.04,26.59,0.45,0.41,N
1991,2,1991.08,27.08,26.79,0.29,0.26,N
1991,3,1991.17,27.33,27.28,0.05,0.22,N
1991,4,1991.25,28.02,27.7,0.32,0.26,N
1991,5,1991.33,28.2,27.8,0.4,0.45,N
1991,6,1991.42,28.25,27.6,0.65,0.64,E
1991,7,1991.50,28.05,27.19,0.86,0.73,E
1991,8,1991.58,27.53,26.84,0.69,0.64,E
1991,9,1991.67,27.14,26.78,0.36,0.62,E
1991,10,1991.75,27.58,26.76,0.82,0.79,E
1991,11,1991.83,27.89,26.7,1.19,1.21,E
1991,12,1991.92,28.28,26.66,1.62,1.53,E
1992,1,1992.00,28.37,26.59,1.78,1.71,E
1992,2,1992.08,28.53,26.79,1.74,1.63,E
1992,3,1992.17,28.66,27.28,1.38,1.48,E
1992,4,1992.25,29.02,27.7,1.32,1.29,E
1992,5,1992.33,28.97,27.8,1.16,1.06,E
1992,6,1992.42,28.3,27.6,0.7,0.73,E
1992,7,1992.50,27.51,27.19,0.33,0.37,N
1992,8,1992.58,26.91,26.84,0.07,0.09,N
1992,9,1992.67,26.66,26.78,-0.13,-0.13,N
1992,10,1992.75,26.42,26.76,-0.34,-0.25,N
1992,11,1992.83,26.42,26.7,-0.28,-0.28,N
1992,12,1992.92,26.45,26.66,-0.21,-0.13,N
1993,1,1993.00,26.7,26.59,0.1,0.09,N
1993,2,1993.08,27.17,26.79,0.38,0.3,N
1993,3,1993.17,27.68,27.28,0.4,0.5,N
1993,4,1993.25,28.41,27.7,0.71,0.67,E
1993,5,1993.33,28.71,27.8,0.91,0.7,E
1993,6,1993.42,28.08,27.6,0.48,0.57,E
1993,7,1993.50,27.51,27.19,0.33,0.32,N
1993,8,1993.58,26.99,26.84,0.15,0.25,N
1993,9,1993.67,27.07,26.78,0.29,0.15,N
1993,10,1993.75,26.78,26.76,0.02,0.1,N
1993,11,1993.83,26.71,26.7,0.01,0.04,N
1993,12,1993.92,26.76,26.66,0.1,0.06,N
1994,1,1994.00,26.65,26.59,0.06,0.06,N
1994,2,1994.08,26.82,26.79,0.03,0.07,N
1994,3,1994.17,27.39,27.28,0.11,0.17,N
1994,4,1994.25,28.08,27.7,0.38,0.31,N
1994,5,1994.33,28.24,27.8,0.43,0.42,N
1994,6,1994.42,28.04,27.6,0.44,0.41,N
1994,7,1994.50,27.54,27.19,0.35,0.44,N
1994,8,1994.58,27.38,26.84,0.54,0.43,N
1994,9,1994.67,27.19,26.78,0.41,0.55,E
1994,10,1994.75,27.47,26.76,0.71,0.74,E
1994,11,1994.83,27.81,26.7,1.11,1.01,E
1994,12,1994.92,27.85,26.66,1.19,1.09,E
1995,1,1995.00,27.57,26.59,0.98,0.96,E
1995,2,1995.08,27.49,26.79,0.71,0.72,E
1995,3,1995.17,27.76,27.28,0.48,0.53,E
1995,4,1995.25,28.11,27.7,0.41,0.3,N
1995,5,1995.33,27.83,27.8,0.02,0.14,N
1995,6,1995.42,27.59,27.6,-0.01,-0.03,N
1995,7,1995.50,27.08,27.19,-0.11,-0.24,N
1995,8,1995.58,26.23,26.84,-0.61,-0.54,L
1995,9,1995.67,25.88,26.78,-0.9,-0.81,L
1995,10,1995.75,25.84,26.76,-0.91,-0.97,L
1995,11,1995.83,25.61,26.7,-1.1,-1,L
1995,12,1995.92,25.66,26.66,-1,-0.98,L
1996,1,1996.00,25.7,26.56,-0.86,-0.9,L
1996,2,1996.08,25.9,26.75,-0.85,-0.75,L
1996,3,1996.17,26.69,27.24,-0.56,-0.59,L
1996,4,1996.25,27.36,27.72,-0.36,-0.39,N
1996,5,1996.33,27.55,27.81,-0.26,-0.31,N
1996,6,1996.42,27.29,27.59,-0.3,-0.3,N
1996,7,1996.50,26.85,27.18,-0.32,-0.27,N
1996,8,1996.58,26.64,26.83,-0.2,-0.33,N
1996,9,1996.67,26.27,26.73,-0.45,-0.35,N
1996,10,1996.75,26.27,26.67,-0.4,-0.4,N
1996,11,1996.83,26.29,26.63,-0.34,-0.45,N
1996,12,1996.92,25.96,26.56,-0.61,-0.49,N
1997,1,1997.00,26.02,26.56,-0.54,-0.5,L
1997,2,1997.08,26.39,26.75,-0.36,-0.36,N
1997,3,1997.17,27.05,27.24,-0.2,-0.1,N
1997,4,1997.25,27.99,27.72,0.27,0.28,N
1997,5,1997.33,28.58,27.81,0.76,0.75,E
1997,6,1997.42,28.81,27.59,1.22,1.22,E
1997,7,1997.50,28.85,27.18,1.67,1.6,E
1997,8,1997.58,28.74,26.83,1.91,1.9,E
1997,9,1997.67,28.84,26.73,2.12,2.14,E
1997,10,1997.75,29.07,26.67,2.4,2.33,E
1997,11,1997.83,29.11,26.63,2.48,2.4,E
1997,12,1997.92,28.89,26.56,2.32,2.39,E
1998,1,1998.00,28.93,26.56,2.37,2.24,E
1998,2,1998.08,28.79,26.75,2.03,1.93,E
1998,3,1998.17,28.63,27.24,1.38,1.44,E
1998,4,1998.25,28.61,27.72,0.9,0.99,E
1998,5,1998.33,28.52,27.81,0.7,0.45,N
1998,6,1998.42,27.35,27.59,-0.24,-0.13,N
1998,7,1998.50,26.32,27.18,-0.86,-0.78,L
1998,8,1998.58,25.59,26.83,-1.25,-1.12,L
1998,9,1998.67,25.47,26.73,-1.26,-1.31,L
1998,10,1998.75,25.26,26.67,-1.41,-1.35,L
1998,11,1998.83,25.25,26.63,-1.38,-1.48,L
1998,12,1998.92,24.92,26.56,-1.64,-1.57,L
1999,1,1999.00,24.87,26.56,-1.69,-1.55,L
1999,2,1999.08,25.44,26.75,-1.31,-1.3,L
1999,3,1999.17,26.34,27.24,-0.9,-1.07,L
1999,4,1999.25,26.71,27.72,-1,-0.98,L
1999,5,1999.33,26.79,27.81,-1.02,-1.02,L
1999,6,1999.42,26.54,27.59,-1.05,-1.04,L
1999,7,1999.50,26.13,27.18,-1.05,-1.1,L
1999,8,1999.58,25.64,26.83,-1.19,-1.11,L
1999,9,1999.67,25.63,26.73,-1.09,-1.16,L
1999,10,1999.75,25.48,26.67,-1.19,-1.26,L
1999,11,1999.83,25.13,26.63,-1.5,-1.46,L
1999,12,1999.92,24.87,26.56,-1.7,-1.66,L
2000,1,2000.00,24.79,26.56,-1.77,-1.66,L
2000,2,2000.08,25.23,26.75,-1.53,-1.41,L
2000,3,2000.17,26.31,27.24,-0.93,-1.07,L
2000,4,2000.25,26.96,27.72,-0.75,-0.81,L
2000,5,2000.33,27.08,27.81,-0.74,-0.71,L
2000,6,2000.42,26.95,27.59,-0.64,-0.64,L
2000,7,2000.50,26.63,27.18,-0.55,-0.55,L
2000,8,2000.58,26.37,26.83,-0.47,-0.51,L
2000,9,2000.67,26.2,26.73,-0.52,-0.55,L
2000,10,2000.75,26.02,26.67,-0.65,-0.63,L
2000,11,2000.83,25.92,26.63,-0.71,-0.75,L
2000,12,2000.92,25.69,26.56,-0.88,-0.74,L
2001,1,2001.00,25.82,26.45,-0.63,-0.68,L
2001,2,2001.08,26.14,26.66,-0.53,-0.52,L
2001,3,2001.17,26.82,27.21,-0.39,-0.44,N
2001,4,2001.25,27.34,27.73,-0.39,-0.34,N
2001,5,2001.33,27.61,27.85,-0.24,-0.25,N
2001,6,2001.42,27.54,27.65,-0.11,-0.12,N
2001,7,2001.50,27.25,27.26,-0.01,-0.07,N
2001,8,2001.58,26.8,26.91,-0.1,-0.13,N
2001,9,2001.67,26.52,26.8,-0.28,-0.19,N
2001,10,2001.75,26.57,26.75,-0.18,-0.29,N
2001,11,2001.83,26.34,26.75,-0.41,-0.35,N
2001,12,2001.92,26.2,26.65,-0.46,-0.31,N
2002,1,2002.00,26.4,26.45,-0.05,-0.15,N
2002,2,2002.08,26.72,26.66,0.06,0.03,N
2002,3,2002.17,27.3,27.21,0.09,0.09,N
2002,4,2002.25,27.85,27.73,0.12,0.2,N
2002,5,2002.33,28.24,27.85,0.4,0.43,N
2002,6,2002.42,28.44,27.65,0.79,0.65,E
2002,7,2002.50,28.03,27.26,0.77,0.79,E
2002,8,2002.58,27.72,26.91,0.81,0.86,E
2002,9,2002.67,27.81,26.8,1.01,1.01,E
2002,10,2002.75,27.96,26.75,1.2,1.21,E
2002,11,2002.83,28.16,26.75,1.41,1.31,E
2002,12,2002.92,27.97,26.65,1.32,1.14,E
2003,1,2003.00,27.16,26.45,0.7,0.92,E
2003,2,2003.08,27.4,26.66,0.74,0.63,E
2003,3,2003.17,27.66,27.21,0.45,0.38,N
2003,4,2003.25,27.69,27.73,-0.05,-0.04,N
2003,5,2003.33,27.33,27.85,-0.52,-0.26,N
2003,6,2003.42,27.44,27.65,-0.21,-0.16,N
2003,7,2003.50,27.5,27.26,0.24,0.08,N
2003,8,2003.58,27.11,26.91,0.2,0.21,N
2003,9,2003.67,26.98,26.8,0.19,0.26,N
2003,10,2003.75,27.14,26.75,0.38,0.29,N
2003,11,2003.83,27.04,26.75,0.29,0.35,N
2003,12,2003.92,27.04,26.65,0.39,0.35,N
2004,1,2004.00,26.83,26.45,0.37,0.37,N
2004,2,2004.08,27,26.66,0.34,0.31,N
2004,3,2004.17,27.41,27.21,0.21,0.23,N
2004,4,2004.25,27.89,27.73,0.16,0.17,N
2004,5,2004.33,27.99,27.85,0.14,0.17,N
2004,6,2004.42,27.85,27.65,0.2,0.28,N
2004,7,2004.50,27.77,27.26,0.51,0.47,N
